Province,Month,Year,Events,Fatalities
Kwilu,January,2014,0,40
Kwilu,February,2014,0,26
Kwilu,March,2014,0,32
Kwilu,April,2014,0,5
Kwilu,May,2014,0,24
Kwilu,June,2014,0,13
Kwilu,July,2014,0,0
Kwilu,August,2014,14,14
Kwilu,April,2022,29,29
Kwilu,July,2024,40,40
Kwilu,August,2024,26,26
Kwilu,October,2024,32,32
Kwilu,November,2024,5,5
Kwilu,December,2024,24,24
Kwilu,January,2025,0,0
Kwilu,February,2025,14,14
Kwilu,March,2025,29,29
Kwilu,May,2025,40,40
Kwilu,June,2025,26,26
Kwilu,July,2025,32,32
Kwilu,August,2025,5,5
Kwilu,September,2025,24,24
Kwilu,October,2025,0,26
Kwilu,November,2025,14,0
Kwilu,December,2025,29,14
Kwilu,September,2022,40,29
Kwilu,September,2024,26,40
Kwilu,January,2026,32,26
Kwilu,January,2024,5,32
Kwilu,May,2024,24,5
Kwilu,March,2013,0,24
Kwilu,May,2023,14,28
Kwilu,December,2022,29,36
Kwilu,March,2023,40,27
Kwilu,October,2022,26,30
Kwilu,April,2025,32,28
Kwilu,November,2022,5,36
Bas-Uele,January,1997,24,27
Bas-Uele,February,1997,0,30
Bas-Uele,March,1997,14,28
Bas-Uele,April,1997,29,36
Bas-Uele,March,2003,40,27
Bas-Uele,October,2004,26,30
Bas-Uele,November,2004,32,28
Bas-Uele,December,2004,5,36
Bas-Uele,January,2005,24,27
Bas-Uele,February,2005,0,30
Bas-Uele,March,2005,14,28
Bas-Uele,April,2005,29,36
Bas-Uele,May,2005,40,27
Bas-Uele,June,2005,26,30
Bas-Uele,July,2005,32,28
Bas-Uele,August,2005,5,36
Bas-Uele,September,2005,24,27
Bas-Uele,October,2005,29,30
Bas-Uele,November,2005,0,28
Bas-Uele,December,2005,14,36
Bas-Uele,January,2006,29,27
Bas-Uele,February,2006,40,30
Bas-Uele,March,2006,26,28
Bas-Uele,April,2006,32,36
Bas-Uele,May,2006,5,28
Bas-Uele,June,2006,24,36
Bas-Uele,July,2006,0,27
Bas-Uele,August,2006,14,30
Bas-Uele,September,2006,29,28
Bas-Uele,October,2006,40,36
Bas-Uele,November,2006,26,27
Bas-Uele,December,2006,32,30
Bas-Uele,January,2007,5,28
Bas-Uele,February,2007,24,36
Bas-Uele,March,2007,0,27
Bas-Uele,April,2007,14,30
Bas-Uele,May,2007,29,28
Bas-Uele,June,2007,40,36
Bas-Uele,July,2007,26,27
Bas-Uele,August,2007,32,30
Bas-Uele,September,2007,5,28
Bas-Uele,October,2007,24,36
Bas-Uele,November,2007,0,27
Bas-Uele,December,2007,14,30
Bas-Uele,January,2008,29,3
Bas-Uele,February,2008,40,28
Bas-Uele,March,2008,26,36
Bas-Uele,April,2008,32,27
Bas-Uele,May,2008,5,30
Bas-Uele,June,2008,24,28
Bas-Uele,July,2008,8,36
Bas-Uele,August,2008,78,27
Bas-Uele,September,2008,0,30
Bas-Uele,October,2008,14,28
Bas-Uele,November,2008,29,36
Bas-Uele,December,2008,40,27
Bas-Uele,January,2009,26,30
Bas-Uele,February,2009,32,28
Bas-Uele,March,2009,5,36
Bas-Uele,April,2009,24,27
Bas-Uele,May,2009,0,30
Bas-Uele,June,2009,14,28
Bas-Uele,July,2009,29,36
Bas-Uele,August,2009,40,27
Bas-Uele,September,2009,26,30
Bas-Uele,October,2009,32,28
Bas-Uele,November,2009,5,36
Bas-Uele,December,2009,24,27
Bas-Uele,January,2010,0,30
Bas-Uele,February,2010,14,28
Bas-Uele,March,2010,29,36
Bas-Uele,April,2010,40,27
Bas-Uele,May,2010,26,30
Bas-Uele,June,2010,32,28
Bas-Uele,July,2010,5,36
Bas-Uele,August,2010,24,27
Bas-Uele,September,2010,0,30
Bas-Uele,October,2010,14,28
Bas-Uele,November,2010,0,36
Bas-Uele,December,2010,14,27
Bas-Uele,January,2011,29,30
Bas-Uele,February,2011,40,11
Bas-Uele,March,2011,26,28
Bas-Uele,April,2011,32,36
Bas-Uele,May,2011,5,27
Bas-Uele,June,2011,24,30
Bas-Uele,July,2011,13,28
Bas-Uele,August,2011,0,36
Bas-Uele,September,2011,14,28
Bas-Uele,October,2011,29,36
Bas-Uele,November,2011,40,27
Bas-Uele,December,2011,26,30
Bas-Uele,January,2012,32,28
Bas-Uele,September,2015,5,36
Bas-Uele,October,2015,24,27
Bas-Uele,November,2015,0,30
Bas-Uele,December,2015,14,28
Bas-Uele,January,2016,29,36
Bas-Uele,February,2016,40,27
Bas-Uele,March,2016,26,30
Bas-Uele,April,2016,32,28
Bas-Uele,May,2016,5,36
Bas-Uele,June,2016,24,27
Bas-Uele,July,2016,26,30
Bas-Uele,August,2016,0,32
Bas-Uele,September,2016,14,40
Bas-Uele,October,2016,29,32
Bas-Uele,November,2016,40,37
Bas-Uele,December,2016,26,25
Bas-Uele,January,2017,32,18
Bas-Uele,February,2017,5,26
Bas-Uele,March,2017,24,18
Bas-Uele,April,2017,28,39
Bas-Uele,May,2017,36,40
Bas-Uele,June,2017,27,32
Bas-Uele,July,2017,30,40
Bas-Uele,August,2017,28,32
Bas-Uele,September,2017,36,37
Bas-Uele,October,2017,27,25
Bas-Uele,November,2017,30,18
Bas-Uele,December,2017,28,26
Bas-Uele,January,2018,36,18
Bas-Uele,February,2018,27,39
Bas-Uele,March,2018,30,40
Bas-Uele,April,2018,28,32
Bas-Uele,May,2018,36,40
Bas-Uele,June,2018,27,32
Bas-Uele,July,2018,30,37
Bas-Uele,August,2018,28,25
Bas-Uele,September,2018,36,18
Bas-Uele,October,2018,27,26
Bas-Uele,November,2018,30,18
Bas-Uele,December,2018,28,39
Bas-Uele,January,2019,36,40
Bas-Uele,February,2019,27,32
Bas-Uele,March,2019,30,40
Bas-Uele,April,2019,28,32
Bas-Uele,May,2019,36,37
Bas-Uele,June,2019,27,25
Bas-Uele,July,2019,30,18
Bas-Uele,August,2019,28,26
Bas-Uele,September,2019,36,18
Bas-Uele,November,2019,28,39
Bas-Uele,December,2019,36,40
Bas-Uele,January,2020,27,32
Bas-Uele,February,2020,30,40
Bas-Uele,March,2020,28,32
Bas-Uele,April,2020,36,37
Bas-Uele,May,2020,27,25
Bas-Uele,June,2020,30,18
Bas-Uele,July,2020,28,26
Bas-Uele,August,2020,36,18
Bas-Uele,September,2020,27,39
Bas-Uele,October,2020,30,40
Bas-Uele,November,2020,28,32
Bas-Uele,December,2020,36,40
Bas-Uele,January,2021,27,32
Bas-Uele,February,2021,30,37
Bas-Uele,March,2021,28,25
Bas-Uele,April,2021,36,18
Bas-Uele,May,2021,27,26
Bas-Uele,June,2021,30,18
Bas-Uele,July,2021,3,39
Bas-Uele,September,2021,28,40
Bas-Uele,October,2021,36,32
Bas-Uele,November,2021,27,40
Bas-Uele,December,2021,30,32
Bas-Uele,January,2022,28,37
Bas-Uele,February,2022,36,25
Bas-Uele,March,2022,27,18
Bas-Uele,April,2022,30,26
Bas-Uele,May,2022,28,18
Bas-Uele,June,2022,36,39
Bas-Uele,July,2022,27,40
Bas-Uele,August,2022,30,32
Bas-Uele,September,2022,28,40
Bas-Uele,October,2022,36,32
Bas-Uele,November,2022,27,37
Bas-Uele,December,2022,30,32
Bas-Uele,January,2023,28,40
Bas-Uele,February,2023,36,32
Bas-Uele,March,2023,27,37
Bas-Uele,April,2023,30,25
Bas-Uele,May,2023,28,18
Bas-Uele,June,2023,36,26
Bas-Uele,July,2023,27,18
Bas-Uele,August,2023,30,39
Bas-Uele,September,2023,28,40
Bas-Uele,October,2023,36,32
Bas-Uele,November,2023,27,40
Bas-Uele,December,2023,30,32
Bas-Uele,January,2024,28,37
Bas-Uele,February,2024,36,25
Bas-Uele,March,2024,27,18
Bas-Uele,April,2024,30,26
Bas-Uele,May,2024,28,18
Bas-Uele,June,2024,36,39
Bas-Uele,July,2024,27,40
Bas-Uele,August,2024,30,32
Bas-Uele,September,2024,11,40
Bas-Uele,October,2024,28,32
Bas-Uele,November,2024,36,37
Bas-Uele,December,2024,27,25
Bas-Uele,January,2025,30,18
Bas-Uele,February,2025,28,26
Bas-Uele,March,2025,36,18
Bas-Uele,April,2025,28,39
Bas-Uele,May,2025,36,40
Bas-Uele,June,2025,27,32
Bas-Uele,July,2025,30,40
Bas-Uele,August,2025,28,32
Bas-Uele,September,2025,36,37
Bas-Uele,October,2025,27,25
Bas-Uele,November,2025,30,18
Bas-Uele,December,2025,28,26
Bas-Uele,January,2026,36,18
Bas-Uele,August,2021,27,39
Bas-Uele,October,2019,30,40
Tshopo,January,1997,28,32
Tshopo,February,1997,36,40
Tshopo,March,1997,27,32
Tshopo,April,1997,30,37
Tshopo,May,1997,32,25
Tshopo,June,1997,40,18
Tshopo,July,1997,32,26
Tshopo,August,1997,37,18
Tshopo,September,1997,25,39
Tshopo,October,1997,18,40
Tshopo,November,1997,26,32
Tshopo,December,1997,18,40
Tshopo,January,1998,39,32
Tshopo,February,1998,40,37
Tshopo,March,1998,32,25
Tshopo,April,1998,40,18
Tshopo,May,1998,32,26
Tshopo,June,1998,37,18
Tshopo,July,1998,25,39
Tshopo,August,1998,18,40
Tshopo,September,1998,26,32
Tshopo,October,1998,18,40
Tshopo,November,1998,39,32
Tshopo,December,1998,40,37
Tshopo,January,1999,32,25
Tshopo,February,1999,40,18
Tshopo,March,1999,32,26
Tshopo,April,1999,37,18
Tshopo,May,1999,25,39
Tshopo,June,1999,18,40
Tshopo,July,1999,26,32
Tshopo,August,1999,18,40
Tshopo,September,1999,39,32
Tshopo,October,1999,40,37
Tshopo,November,1999,32,25
Tshopo,December,1999,40,18
Tshopo,January,2000,32,26
Tshopo,February,2000,37,18
Tshopo,March,2000,25,39
Tshopo,April,2000,18,40
Tshopo,May,2000,26,4
Tshopo,June,2000,18,32
Tshopo,July,2000,39,40
Tshopo,August,2000,40,32
Tshopo,September,2000,32,37
Tshopo,October,2000,40,25
Tshopo,November,2000,32,18
Tshopo,December,2000,37,26
Tshopo,January,2001,25,18
Tshopo,February,2001,18,39
Tshopo,March,2001,26,40
Tshopo,April,2001,18,32
Tshopo,May,2001,39,40
Tshopo,June,2001,40,32
Tshopo,July,2001,32,37
Tshopo,August,2001,40,25
Tshopo,September,2001,32,18
Tshopo,October,2001,37,26
Tshopo,November,2001,25,18
Tshopo,December,2001,18,39
Tshopo,January,2002,26,40
Tshopo,February,2002,18,32
Tshopo,March,2002,39,40
Tshopo,April,2002,40,32
Tshopo,May,2002,32,37
Tshopo,June,2002,40,25
Tshopo,July,2002,32,18
Tshopo,August,2002,37,26
Tshopo,September,2002,25,18
Tshopo,October,2002,18,39
Tshopo,November,2002,26,40
Tshopo,December,2002,18,32
Tshopo,January,2003,39,40
Tshopo,February,2003,40,32
Tshopo,March,2003,32,37
Tshopo,April,2003,40,25
Tshopo,May,2003,32,18
Tshopo,June,2003,37,26
Tshopo,July,2003,32,18
Tshopo,August,2003,40,39
Tshopo,September,2003,32,40
Tshopo,October,2003,37,32
Tshopo,November,2003,25,40
Tshopo,December,2003,18,32
Tshopo,January,2004,26,37
Tshopo,February,2004,18,25
Tshopo,March,2004,39,18
Tshopo,April,2004,40,26
Tshopo,May,2004,32,18
Tshopo,June,2004,40,39
Tshopo,July,2004,32,40
Tshopo,August,2004,37,32
Tshopo,September,2004,25,40
Tshopo,October,2004,18,32
Tshopo,November,2004,26,37
Tshopo,December,2004,18,25
Tshopo,January,2005,39,18
Tshopo,February,2005,40,26
Tshopo,March,2005,32,18
Tshopo,April,2005,40,39
Tshopo,May,2005,32,40
Tshopo,June,2005,37,32
Tshopo,July,2005,25,40
Tshopo,August,2005,18,32
Tshopo,September,2005,26,37
Tshopo,October,2005,18,25
Tshopo,November,2005,39,18
Tshopo,December,2005,40,26
Tshopo,January,2006,32,18
Tshopo,February,2006,40,39
Tshopo,March,2006,32,40
Tshopo,April,2006,37,32
Tshopo,May,2006,25,40
Tshopo,June,2006,18,32
Tshopo,July,2006,26,37
Tshopo,August,2006,18,25
Tshopo,September,2006,39,18
Tshopo,October,2006,40,26
Tshopo,November,2006,32,32
Tshopo,December,2006,40,40
Tshopo,January,2007,32,32
Tshopo,February,2007,37,37
Tshopo,March,2007,25,25
Tshopo,April,2007,18,18
Tshopo,May,2007,26,26
Tshopo,June,2007,18,18
Tshopo,July,2007,39,39
Tshopo,August,2007,40,40
Tshopo,September,2007,32,20
Tshopo,October,2007,40,80
Tshopo,November,2007,32,32
Tshopo,December,2007,37,40
Tshopo,January,2008,25,32
Tshopo,February,2008,18,37
Tshopo,March,2008,26,25
Tshopo,April,2008,18,18
Tshopo,May,2008,39,26
Tshopo,June,2008,40,18
Tshopo,July,2008,32,39
Tshopo,August,2008,40,40
Tshopo,September,2008,32,32
Tshopo,October,2008,37,40
Tshopo,November,2008,25,32
Tshopo,December,2008,18,37
Tshopo,January,2009,26,25
Tshopo,February,2009,18,18
Tshopo,March,2009,39,26
Tshopo,April,2009,40,18
Tshopo,May,2009,32,39
Tshopo,June,2009,40,40
Tshopo,July,2009,32,32
Tshopo,August,2009,37,40
Tshopo,September,2009,25,32
Tshopo,October,2009,18,37
Tshopo,November,2009,26,25
Tshopo,December,2009,18,18
Tshopo,January,2010,39,26
Tshopo,February,2010,40,18
Tshopo,March,2010,4,39
Tshopo,April,2010,32,40
Tshopo,May,2010,40,36
Tshopo,June,2010,32,17
Tshopo,July,2010,37,26
Tshopo,August,2010,25,9
Tshopo,September,2010,18,25
Tshopo,October,2010,26,18
Tshopo,November,2010,18,18
Tshopo,December,2010,39,18
Tshopo,January,2011,40,18
Tshopo,February,2011,32,36
Tshopo,March,2011,40,17
Tshopo,April,2011,32,26
Tshopo,May,2011,37,9
Tshopo,June,2011,25,25
Tshopo,July,2011,18,18
Tshopo,August,2011,26,18
Tshopo,September,2011,18,18
Tshopo,October,2011,39,18
Tshopo,November,2011,40,36
Tshopo,December,2011,32,17
Tshopo,January,2012,40,26
Tshopo,February,2012,32,9
Tshopo,March,2012,37,25
Tshopo,April,2012,25,18
Tshopo,May,2012,18,18
Tshopo,June,2012,26,18
Tshopo,June,2018,18,18
Tshopo,January,2020,39,18
Tshopo,February,2020,40,18
Tshopo,March,2020,32,18
Tshopo,April,2020,40,18
Tshopo,May,2020,32,36
Tshopo,June,2020,37,17
Tshopo,July,2020,25,26
Tshopo,August,2020,18,9
Tshopo,September,2020,26,25
Tshopo,October,2020,18,18
Tshopo,November,2020,39,18
Tshopo,December,2020,40,18
Tshopo,January,2021,32,18
Tshopo,February,2021,40,36
Tshopo,March,2021,32,17
Tshopo,April,2021,37,26
Tshopo,May,2021,25,9
Tshopo,June,2021,18,25
Tshopo,July,2021,26,18
Tshopo,August,2021,18,18
Tshopo,September,2021,39,18
Tshopo,October,2021,40,18
Tshopo,November,2021,32,36
Tshopo,December,2021,40,17
Tshopo,January,2022,32,26
Tshopo,February,2022,37,9
Tshopo,March,2022,25,25
Tshopo,April,2022,18,18
Tshopo,May,2022,26,18
Tshopo,June,2022,18,18
Tshopo,July,2022,39,18
Tshopo,August,2022,40,36
Tshopo,September,2022,32,17
Tshopo,November,2022,40,26
Tshopo,December,2022,32,9
Tshopo,January,2023,37,25
Tshopo,February,2023,25,18
Tshopo,March,2023,18,18
Tshopo,April,2023,26,18
Tshopo,May,2023,18,18
Tshopo,June,2023,39,36
Tshopo,July,2023,40,17
Tshopo,August,2023,32,26
Tshopo,September,2023,40,9
Tshopo,November,2023,32,25
Tshopo,December,2023,37,18
Tshopo,January,2024,25,18
Tshopo,February,2024,18,18
Tshopo,March,2024,26,18
Tshopo,April,2024,32,36
Tshopo,May,2024,40,17
Tshopo,June,2024,32,26
Tshopo,July,2024,37,9
Tshopo,August,2024,25,25
Tshopo,September,2024,18,18
Tshopo,October,2024,26,18
Tshopo,November,2024,18,18
Tshopo,December,2024,39,18
Tshopo,January,2025,40,25
Tshopo,February,2025,20,36
Tshopo,March,2025,80,17
Tshopo,April,2025,32,26
Tshopo,May,2025,40,9
Tshopo,June,2025,32,25
Tshopo,July,2025,37,18
Tshopo,August,2025,25,18
Tshopo,September,2025,18,18
Tshopo,October,2025,26,18
Tshopo,November,2025,18,36
Tshopo,December,2025,39,17
Tshopo,January,2026,40,26
Kwilu,January,1997,32,9
Kwilu,February,1997,40,25
Kwilu,March,1997,32,18
Kwilu,April,1997,37,18
Kwilu,May,1997,25,18
Kwilu,June,1997,18,18
Kwilu,July,1997,26,36
Kwilu,August,1997,18,17
Kwilu,September,1997,39,26
Kwilu,October,1997,40,9
Kwilu,November,1997,32,25
Kwilu,December,1997,40,18
Kwilu,January,1998,32,18
Kwilu,February,1998,37,18
Kwilu,March,1998,25,18
Kwilu,April,1998,18,36
Kwilu,May,1998,26,17
Kwilu,June,1998,18,26
Kwilu,July,1998,39,9
Kwilu,August,1998,40,25
Kwilu,September,1998,36,18
Kwilu,October,1998,17,18
Kwilu,November,1998,26,18
Kwilu,December,1998,9,18
Kwilu,January,1999,25,36
Kwilu,February,1999,18,17
Kwilu,March,1999,18,26
Kwilu,April,1999,18,9
Kwilu,May,1999,18,25
Kwilu,June,1999,36,18
Kwilu,July,1999,17,18
Kwilu,August,1999,26,18
Kwilu,September,1999,9,18
Kwilu,October,1999,25,18
Kwilu,November,1999,18,18
Kwilu,December,1999,18,36
Kwilu,January,2000,18,17
Kwilu,February,2000,18,26
Kwilu,March,2000,36,9
Kwilu,April,2000,17,25
Kwilu,May,2000,26,18
Kwilu,June,2000,9,18
Kwilu,July,2000,25,18
Kwilu,August,2000,18,18
Kwilu,September,2000,18,18
Kwilu,October,2000,18,36
Kwilu,November,2000,18,17
Kwilu,December,2000,18,26
Kwilu,January,2001,18,9
Kwilu,February,2001,18,25
Kwilu,March,2001,18,18
Kwilu,April,2001,36,18
Kwilu,May,2001,17,18
Kwilu,June,2001,26,36
Kwilu,July,2001,9,17
Kwilu,August,2001,25,26
Kwilu,September,2001,18,9
Kwilu,October,2001,18,25
Kwilu,November,2001,18,18
Kwilu,December,2001,18,18
Kwilu,January,2002,36,18
Kwilu,February,2002,17,18
Kwilu,March,2002,26,36
Kwilu,April,2002,9,17
Kwilu,May,2002,25,26
Kwilu,June,2002,18,9
Kwilu,July,2002,18,25
Kwilu,August,2002,18,18
Kwilu,September,2002,18,18
Kwilu,October,2002,36,18
Kwilu,November,2002,17,18
Kwilu,December,2002,26,36
Kwilu,January,2003,9,17
Kwilu,February,2003,25,26
Kwilu,March,2003,18,9
Kwilu,April,2003,18,25
Kwilu,May,2003,18,18
Kwilu,June,2003,18,18
Kwilu,July,2003,36,18
Kwilu,August,2003,17,18
Kwilu,September,2003,26,36
Kwilu,October,2003,9,17
Kwilu,November,2003,25,26
Kwilu,December,2003,18,9
Kwilu,January,2004,18,25
Kwilu,February,2004,18,18
Kwilu,March,2004,18,18
Kwilu,April,2004,36,18
Kwilu,May,2004,17,18
Kwilu,June,2004,26,36
Kwilu,July,2004,9,17
Kwilu,August,2004,25,26
Kwilu,September,2004,18,9
Kwilu,October,2004,18,25
Kwilu,November,2004,18,18
Kwilu,December,2004,18,18
Kwilu,January,2005,36,18
Kwilu,February,2005,17,18
Kwilu,March,2005,26,36
Kwilu,April,2005,9,17
Kwilu,May,2005,25,26
Kwilu,June,2005,18,9
Kwilu,July,2005,18,25
Kwilu,August,2005,18,18
Kwilu,September,2005,18,18
Kwilu,October,2005,25,18
Kwilu,November,2005,36,18
Kwilu,December,2005,17,18
Kwilu,January,2006,26,36
Kwilu,February,2006,9,17
Kwilu,March,2006,25,26
Kwilu,April,2006,18,9
Kwilu,May,2006,18,25
Kwilu,June,2006,18,18
Kwilu,July,2006,18,18
Kwilu,August,2006,36,18
Kwilu,September,2006,17,18
Kwilu,October,2006,26,13
Kwilu,November,2006,9,27
Kwilu,December,2006,25,36
Kwilu,January,2007,18,17
Kwilu,February,2007,18,26
Kwilu,March,2007,18,9
Kwilu,April,2007,18,25
Kwilu,May,2007,36,18
Kwilu,June,2007,17,18
Kwilu,July,2007,26,18
Kwilu,August,2007,9,18
Kwilu,September,2007,25,18
Kwilu,October,2007,18,36
Kwilu,November,2007,18,17
Kwilu,December,2007,18,26
Kwilu,January,2008,18,9
Kwilu,February,2008,36,25
Kwilu,March,2008,17,18
Kwilu,April,2008,26,18
Kwilu,May,2008,9,18
Kwilu,June,2008,25,18
Kwilu,July,2008,18,36
Kwilu,August,2008,18,17
Kwilu,September,2008,18,26
Kwilu,October,2008,18,9
Kwilu,November,2008,36,25
Kwilu,December,2008,17,18
Kwilu,January,2009,26,18
Kwilu,February,2009,9,18
Kwilu,March,2009,25,18
Kwilu,April,2009,18,11
Kwilu,May,2009,18,27
Kwilu,June,2009,18,15
Kwilu,July,2009,18,35
Kwilu,August,2009,18,29
Kwilu,September,2009,18,0
Kwilu,October,2009,36,4
Kwilu,November,2009,17,11
Kwilu,December,2009,26,27
Kwilu,January,2010,9,15
Kwilu,February,2010,25,35
Kwilu,March,2010,18,29
Kwilu,April,2010,18,0
Kwilu,May,2010,18,4
Kwilu,June,2010,18,11
Kwilu,July,2010,18,27
Kwilu,August,2010,36,15
Kwilu,September,2010,17,35
Kwilu,October,2010,26,29
Kwilu,November,2010,9,0
Kwilu,December,2010,25,4
Kwilu,January,2011,18,11
Kwilu,February,2011,18,27
Kwilu,March,2011,18,15
Kwilu,April,2011,36,35
Kwilu,May,2011,17,29
Kwilu,June,2011,26,0
Kwilu,July,2011,9,4
Kwilu,August,2011,25,11
Kwilu,September,2011,18,27
Kwilu,October,2011,18,15
Kwilu,November,2011,18,35
Kwilu,December,2011,18,29
Kwilu,January,2012,36,0
Kwilu,February,2012,17,4
Kwilu,March,2012,26,11
Kwilu,April,2012,9,27
Kwilu,May,2012,25,15
Kwilu,June,2012,18,35
Kwilu,July,2012,18,29
Kwilu,August,2012,18,0
Kwilu,September,2012,18,4
Kwilu,October,2012,36,11
Kwilu,November,2012,17,27
Kwilu,December,2012,26,15
Kwilu,January,2013,9,35
Kwilu,February,2013,25,29
Kwilu,March,2013,18,0
Kwilu,April,2013,18,4
Kwilu,May,2013,18,11
Kwilu,June,2013,18,27
Kwilu,July,2013,36,11
Kwilu,August,2013,17,27
Kwilu,September,2013,26,15
Kwilu,October,2013,9,35
Kwilu,November,2013,25,29
Kwilu,December,2013,18,0
Kwilu,January,2014,18,4
Kwilu,February,2014,18,11
Kwilu,March,2014,18,27
Kwilu,April,2014,36,15
Kwilu,May,2014,17,35
Kwilu,June,2014,26,29
Kwilu,July,2014,9,0
Kwilu,August,2014,25,4
Kwilu,September,2014,18,11
Kwilu,October,2014,18,27
Kwilu,November,2014,18,15
Kwilu,December,2014,18,35
Kwilu,January,2015,36,29
Kwilu,February,2015,17,0
Kwilu,March,2015,26,4
Kwilu,April,2015,9,11
Kwilu,May,2015,25,27
Kwilu,June,2015,18,15
Kwilu,July,2015,18,35
Kwilu,August,2015,18,29
Kwilu,September,2015,18,0
Kwilu,October,2015,18,4
Kwilu,November,2015,36,1
Kwilu,December,2015,17,11
Kwilu,January,2016,26,27
Kwilu,February,2016,9,15
Kwilu,March,2016,25,35
Kwilu,April,2016,18,29
Kwilu,May,2016,18,0
Kwilu,June,2016,18,4
Kwilu,July,2016,18,11
Kwilu,August,2016,13,27
Kwilu,September,2016,27,15
Kwilu,October,2016,36,35
Kwilu,November,2016,17,29
Kwilu,December,2016,26,0
Kwilu,January,2017,9,4
Kwilu,February,2017,25,11
Kwilu,March,2017,18,27
Kwilu,April,2017,18,15
Kwilu,May,2017,18,35
Kwilu,June,2017,18,29
Kwilu,July,2017,18,0
Kwilu,August,2017,36,4
Kwilu,September,2017,17,11
Kwilu,October,2017,26,27
Kwilu,November,2017,9,15
Kwilu,December,2017,25,35
Kwilu,January,2018,18,29
Kwilu,February,2018,18,0
Kwilu,March,2018,18,4
Kwilu,April,2018,18,11
Kwilu,May,2018,36,27
Kwilu,June,2018,17,15
Kwilu,July,2018,26,35
Kwilu,August,2018,9,29
Kwilu,September,2018,25,0
Kwilu,October,2018,18,11
Kwilu,November,2018,18,27
Kwilu,December,2018,18,15
Kwilu,January,2019,18,35
Kwilu,February,2019,11,29
Kwilu,March,2019,27,0
Kwilu,April,2019,15,4
Kwilu,May,2019,35,11
Kwilu,June,2019,29,27
Kwilu,August,2019,0,15
Kwilu,September,2019,4,35
Kwilu,October,2019,11,29
Kwilu,November,2019,27,0
Kwilu,December,2019,15,4
Kwilu,January,2020,35,11
Kwilu,February,2020,29,27
Kwilu,March,2020,0,15
Kwilu,April,2020,4,35
Kwilu,May,2020,11,29
Kwilu,June,2020,27,0
Kwilu,July,2020,15,4
Kwilu,August,2020,35,24
Kwilu,September,2020,29,11
